City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Hovd,MN,48.0056,91.6419,31.71,66,100,3.74,overcast clouds
349,Port Hueneme,US,34.1478,-119.1951,64.99,82,40,11.5,haze
350,Salalah,OM,17.0151,54.0924,82.4,74,40,6.91,scattered clouds
351,Seymchan,RU,62.8833,152.4333,-11.22,91,100,5.79,overcast clouds
352,Montbrison,FR,45.6667,4.0833,55.99,58,0,17.27,clear sky
353,Comodoro Rivadavia,AR,-45.8667,-67.5,60.8,39,0,21.85,clear sky
354,Talara,PE,-4.5772,-81.2719,87.8,58,97,11.5,overcast clouds
355,Cap-Aux-Meules,CA,47.3821,-61.8597,33.8,64,93,18.41,overcast clouds
356,Ocos,GT,14.5094,-92.1933,89.6,58,20,11.65,few clouds
357,Bangkalan,ID,-7.0455,112.7351,78.8,94,40,5.75,scattered clouds
358,Mahebourg,MU,-20.4081,57.7,78.8,78,40,11.5,scattered clouds
359,Khipro,PK,25.8285,69.3772,88.95,11,0,7.27,clear sky
360,Kirzhach,RU,56.15,38.8667,34.63,78,4,5.99,clear sky
361,Tilichiki,RU,60.4667,166.1,5.29,83,100,14.81,overcast clouds
362,Grand Gaube,MU,-20.0064,57.6608,80.01,75,99,5.99,light rain
363,Faanui,PF,-16.4833,-151.75,81.9,75,97,10.54,overcast clouds
364,Evensk,RU,61.95,159.2333,5.85,75,100,9.71,overcast clouds
365,Matipo,BR,-20.2839,-42.3411,76.21,55,0,3.09,clear sky
366,Mandalgovi,MN,45.7625,106.2708,36.0,77,39,15.21,scattered clouds
367,Norman Wells,CA,65.282,-126.8329,-9.4,64,90,10.36,light snow
368,Saint-Pierre,RE,-21.3393,55.4781,80.6,65,90,3.44,light rain
369,Stokmarknes,NO,68.5646,14.9108,36.0,88,89,15.01,light snow
370,Jacksonville,US,30.3322,-81.6556,86.0,50,75,14.97,broken clouds
371,Cermik,TR,38.1361,39.4493,55.4,44,40,9.22,scattered clouds
372,Meadow Lake,US,34.8014,-106.5436,68.0,17,20,5.86,few clouds
373,Herat,AF,34.5,62.0,69.8,23,0,6.91,clear sky
374,Berdigestyakh,RU,62.0989,126.6992,7.12,95,100,6.89,overcast clouds
375,Mitchell,US,43.7094,-98.0298,55.4,28,1,10.36,clear sky
376,Bumba,CD,2.1833,22.4667,76.8,77,87,3.42,overcast clouds
377,Broadstairs,GB,51.3591,1.4394,41.0,82,100,5.01,moderate rain
378,Luanda,AO,-8.8368,13.2343,86.0,74,40,6.91,scattered clouds
379,Pontianak,ID,-0.0333,109.3333,77.0,94,90,3.44,overcast clouds
380,College,US,64.8569,-147.8028,-5.01,76,20,4.23,few clouds
381,Rafaela,AR,-31.2503,-61.4867,73.99,93,98,1.99,overcast clouds
382,Upington,ZA,-28.4478,21.2561,82.4,26,0,5.75,clear sky
383,Stanislav,UA,46.5691,32.1478,48.2,53,0,8.68,clear sky
384,Conakry,GN,9.538,-13.6773,87.8,66,0,13.8,clear sky
385,Medicine Hat,CA,50.0501,-110.6683,45.0,70,90,17.27,mist
386,Hualmay,PE,-11.0964,-77.6139,74.01,75,97,7.85,overcast clouds
387,Tukrah,LY,32.5341,20.5791,54.79,62,21,18.9,few clouds
388,Abu Dhabi,AE,24.4667,54.3667,86.0,42,0,5.75,clear sky
389,Dorado,PR,18.4588,-66.2677,82.99,57,40,11.5,scattered clouds
390,Oyonnax,FR,46.2592,5.6573,57.2,44,20,12.66,few clouds
391,Aklavik,CA,68.2191,-135.0107,-14.8,70,40,9.22,scattered clouds
392,Lasa,IT,46.6166,10.7002,55.4,87,75,6.91,broken clouds
393,Naifaru,MV,5.4444,73.3657,83.61,66,25,4.61,scattered clouds
394,Waingapu,ID,-9.6567,120.2641,76.42,81,2,4.81,clear sky
395,Los Llanos De Aridane,ES,28.6585,-17.9182,69.8,68,20,4.61,few clouds
396,Kintampo,GH,8.0563,-1.7306,95.31,25,99,5.61,overcast clouds
397,San Patricio,US,28.017,-97.5169,82.4,42,40,14.97,scattered clouds
398,Progreso,MX,21.2833,-89.6667,98.01,49,75,20.71,broken clouds
399,Viedma,AR,-40.8135,-62.9967,67.69,40,100,3.29,overcast clouds
400,Sumbe,AO,-11.2061,13.8437,80.76,83,94,1.45,light rain
401,Corn Island,NI,12.1694,-83.0418,80.56,79,54,10.31,broken clouds
402,Labuhan,ID,-6.8844,112.2051,78.37,89,89,4.68,light rain
403,Kuala Terengganu,MY,5.3302,103.1408,80.6,89,20,2.3,few clouds
404,Jaynagar-Majilpur,IN,22.1758,88.4178,82.4,89,20,9.22,haze
405,Nyurba,RU,63.2842,118.3319,10.09,91,100,10.56,overcast clouds
406,Clyde River,CA,70.4692,-68.5914,32.0,69,1,9.22,clear sky
407,Aykhal,RU,66.0,111.5,-10.07,100,88,7.43,overcast clouds
408,Basoko,CD,1.2391,23.616,76.37,79,98,3.0,light rain
409,Lishan,CN,31.8576,113.2951,58.5,72,100,1.48,overcast clouds
410,Nishihara,JP,26.1842,127.7558,71.6,78,75,19.57,broken clouds
411,Edson,CA,53.5835,-116.4356,33.8,75,90,14.97,light snow
412,Gigmoto,PH,13.7796,124.39,76.75,82,100,9.13,overcast clouds
413,Marigot,MF,18.0667,-63.0833,84.2,42,20,11.5,few clouds
414,Gold Coast,AU,-28.0,153.4333,70.0,88,14,2.3,few clouds
415,Grindavik,IS,63.8424,-22.4338,33.8,86,90,13.8,overcast clouds
416,Burns Lake,CA,54.2331,-125.7533,30.2,51,99,8.05,overcast clouds
417,La Grande,US,45.3246,-118.0877,45.0,72,95,1.99,overcast clouds
418,Gobabis,NA,-22.45,18.9667,71.19,32,1,9.17,clear sky
419,San Juan,AR,-31.5375,-68.5364,57.76,62,100,19.69,overcast clouds
420,Corinth,GR,37.9407,22.9573,50.0,42,45,3.0,scattered clouds
421,Marilia,BR,-22.2139,-49.9458,86.0,39,0,11.5,clear sky
422,Dengfeng,CN,34.4553,113.0281,50.49,62,97,3.69,overcast clouds
423,Novikovo,RU,51.1537,37.8879,44.1,53,3,6.44,clear sky
424,Kruisfontein,ZA,-34.0033,24.7314,61.0,95,97,1.01,overcast clouds
425,Roebourne,AU,-20.7833,117.1333,83.21,74,100,12.75,overcast clouds
426,Umea,SE,63.8284,20.2597,33.8,93,40,3.44,scattered clouds
427,Coahuayana,MX,18.7333,-103.6833,84.2,30,1,7.25,clear sky
428,Salinopolis,BR,-0.6136,-47.3561,84.07,70,47,12.28,scattered clouds
429,Atar,MR,20.5169,-13.0499,97.07,10,0,11.45,clear sky
430,Alofi,NU,-19.0595,-169.9187,73.4,94,27,5.75,scattered clouds
431,Tonekabon,IR,36.8163,50.8738,55.4,94,90,4.61,mist
432,Paamiut,GL,61.994,-49.6678,34.41,88,38,8.97,scattered clouds
433,Colac,AU,-38.3333,143.5833,41.0,93,81,13.89,broken clouds
434,Zamora,EC,-4.0692,-78.9567,82.4,39,40,4.61,moderate rain
435,Harper,LR,4.375,-7.7169,82.35,77,100,10.67,overcast clouds
436,Carutapera,BR,-1.195,-46.02,83.97,70,37,9.06,light rain
437,Cayenne,GF,4.9333,-52.3333,84.2,84,40,8.05,light rain
438,Zenzeli,RU,45.9241,47.0474,57.99,57,69,8.66,broken clouds
439,Chon Daen,TH,16.1895,100.8596,84.74,56,50,3.13,scattered clouds
440,Saldanha,ZA,-33.0117,17.9442,66.2,77,99,9.22,overcast clouds
441,Valreas,FR,44.3837,4.9908,55.4,58,90,8.05,overcast clouds
442,Sainte-Rose,GP,16.3324,-61.6979,82.4,54,40,11.5,scattered clouds
443,Fonte Boa,BR,-2.4959,-66.2662,87.08,66,100,1.86,overcast clouds
444,Mikun,RU,62.3547,50.0771,34.72,86,5,8.81,clear sky
445,Sambava,MG,-14.2667,50.1667,77.41,86,100,9.01,light rain
446,Dunda,TZ,-8.1167,34.25,65.57,92,96,1.72,moderate rain
447,Khandyga,RU,62.6667,135.6,16.54,79,100,9.82,overcast clouds
448,Sorong,ID,-0.8833,131.25,78.67,84,100,1.41,overcast clouds
449,Riviere-Au-Renard,CA,48.9957,-64.3971,35.6,48,20,13.8,few clouds
450,Goderich,CA,43.7501,-81.7165,64.4,59,98,5.75,overcast clouds
451,Qesarya,IL,32.5189,34.9046,55.99,71,40,17.27,scattered clouds
452,Mayumba,GA,-3.432,10.6554,78.19,87,100,4.72,overcast clouds
453,Imbituba,BR,-28.24,-48.6703,87.8,55,0,12.66,clear sky
454,Atbasar,KZ,51.8,68.3333,30.76,89,8,10.78,clear sky
455,Mogadouro,PT,41.3403,-6.7119,53.01,86,100,1.01,light rain
456,Bulancak,TR,40.9372,38.2291,44.6,87,75,6.91,broken clouds
457,Ponta Delgada,PT,37.7333,-25.6667,62.6,94,75,11.5,broken clouds
458,Tashara,RU,55.5195,83.5094,28.22,95,11,2.95,few clouds
459,Menongue,AO,-14.6585,17.691,66.16,63,75,3.22,broken clouds
460,Buraydah,SA,26.326,43.975,84.2,26,0,17.27,clear sky
461,Trindade,BR,-16.6494,-49.4889,82.4,47,40,10.36,scattered clouds
462,Campbell River,CA,50.0163,-125.2446,48.0,56,20,13.8,few clouds
463,Irtyshskiy,RU,58.3333,68.1333,38.32,98,100,8.75,overcast clouds
464,San Vicente,AR,-26.6167,-54.1333,87.98,29,48,4.59,scattered clouds
465,Pastos Bons,BR,-6.6017,-44.0767,89.31,45,98,7.27,overcast clouds
466,Batagay,RU,67.6333,134.6333,-26.79,100,73,2.42,broken clouds
467,Yong Peng,MY,2.0136,103.0659,74.46,95,8,2.59,clear sky
468,Iskateley,RU,67.6803,53.1512,37.53,86,100,22.59,overcast clouds
469,Noumea,NC,-22.2763,166.4572,78.01,88,90,11.5,overcast clouds
470,The Valley,AI,18.217,-63.0578,84.2,50,20,10.36,few clouds
471,Vila Velha,BR,-20.3297,-40.2925,81.0,54,0,9.22,clear sky
472,Crotone,IT,39.0851,17.1178,53.6,66,0,12.66,clear sky
473,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,80.49,82,92,11.16,overcast clouds
474,Nan,TH,18.8333,100.6667,76.51,75,58,0.81,broken clouds
475,Batagay-Alyta,RU,67.8006,130.4114,-20.6,87,66,6.82,broken clouds
476,Usinsk,RU,65.9939,57.5281,35.1,77,73,24.34,broken clouds
477,Foso,GH,5.7012,-1.2866,83.52,67,94,9.57,light rain
478,Inhambane,MZ,-23.865,35.3833,77.0,78,20,6.98,few clouds
479,Lincoln,US,40.8,-96.667,59.0,38,1,17.27,clear sky
480,Saint Andrews,US,34.0454,-81.1293,75.99,64,90,9.22,overcast clouds
481,Korla,CN,41.7597,86.1469,57.54,40,2,2.64,clear sky
482,Tongchuan,CN,35.0806,109.0897,50.04,62,100,4.79,moderate rain
483,Kyshtovka,RU,56.555,76.6271,30.7,96,79,3.85,broken clouds
484,Gambela,ET,8.25,34.5833,86.63,28,95,4.25,overcast clouds
485,Santiago,CL,-33.4569,-70.6483,72.0,55,20,4.61,few clouds
486,Shieli,KZ,44.1667,66.75,50.59,39,0,15.32,clear sky
487,Bonthe,SL,7.5264,-12.505,84.29,72,74,9.91,broken clouds
488,Ancud,CL,-41.8697,-73.8203,57.99,83,89,14.0,overcast clouds
489,Rorvik,NO,64.8621,11.2373,39.25,67,97,13.69,overcast clouds
490,Namatanai,PG,-3.6667,152.4333,78.37,86,100,8.52,light rain
491,Shirokiy,RU,49.758,129.523,46.51,68,100,6.26,overcast clouds
492,High Rock,BS,26.6208,-78.2833,76.08,68,0,18.45,clear sky
493,Buala,SB,-8.145,159.5921,78.85,82,99,4.47,light rain
494,Sobolevo,RU,54.4299,31.8996,42.87,64,30,10.47,scattered clouds
495,Nago,JP,26.5881,127.9761,69.8,83,1,17.27,clear sky
496,Bogovarovo,RU,58.9785,47.0246,29.98,95,6,4.56,clear sky
497,Shiraoi,JP,42.55,141.35,32.0,86,75,3.47,broken clouds
498,Antsirabe,MG,-19.85,47.0333,58.37,96,97,3.24,overcast clouds
499,Carnaiba,BR,-8.7,-37.6667,85.48,46,99,18.92,overcast clouds
500,Alice Springs,AU,-23.7,133.8833,61.0,67,0,5.75,clear sky
501,Barra Do Bugres,BR,-15.0725,-57.1811,91.54,43,68,5.57,broken clouds
502,Rocha,UY,-34.4833,-54.3333,66.7,99,100,1.5,moderate rain
503,Chara,RU,56.9064,118.2631,-0.6,81,78,3.15,broken clouds
504,Lamar,US,33.6668,-95.5836,66.0,51,1,14.97,clear sky
505,Kashi,CN,39.4547,75.9797,55.4,30,1,6.71,clear sky
506,Adrar,MR,20.5022,-10.0711,94.37,10,0,7.63,clear sky
507,Demba,CD,-5.51,22.2667,70.97,92,96,3.87,overcast clouds
508,Kathmandu,NP,27.7167,85.3167,60.8,55,20,3.44,few clouds
509,Lata,PT,40.1629,-8.3327,62.01,88,99,2.59,overcast clouds
510,Urucara,BR,-2.5364,-57.76,87.19,64,62,3.74,broken clouds
511,Chase,CA,50.8165,-119.6857,46.0,39,99,5.75,overcast clouds
512,Itoman,JP,26.1247,127.6694,71.6,73,20,13.8,few clouds
513,Arlit,NE,18.7369,7.3853,93.15,5,0,8.05,clear sky
514,Shanghai,CN,31.2222,121.4581,59.0,82,0,6.71,light rain
515,Polis,CY,35.0367,32.4264,57.2,38,40,12.66,scattered clouds
516,Maragogi,BR,-9.0122,-35.2225,80.4,81,99,10.71,overcast clouds
517,Orlik,RU,52.5178,99.825,18.97,83,95,6.02,overcast clouds
518,Faya,SA,18.3851,42.4509,69.8,48,20,6.91,few clouds
519,Alihe,CN,50.5667,123.7167,32.27,66,11,3.11,few clouds
520,Petrozavodsk,RU,61.7849,34.3469,35.6,93,100,15.66,light rain
521,Pecos,US,31.4229,-103.4932,62.6,16,1,5.75,clear sky
522,Oistins,BB,13.0667,-59.5333,80.6,65,20,9.22,volcanic ash
523,Ismailia,EG,30.6043,32.2723,55.04,43,0,16.08,clear sky
524,Shihezi,CN,44.3,86.0333,54.41,39,48,7.63,scattered clouds
525,Hobyo,SO,5.3505,48.5268,83.03,65,13,14.52,few clouds
526,Rabat,MA,33.9911,-6.8401,66.2,72,40,8.05,scattered clouds
527,Opuwo,NA,-18.0607,13.84,74.43,29,11,9.31,few clouds
528,Brits,ZA,-25.6347,27.7802,73.4,46,0,3.44,clear sky
529,Qianan,CN,44.9932,124.0581,53.98,48,99,13.38,overcast clouds
530,Tual,ID,-5.6667,132.75,82.89,69,100,8.28,overcast clouds
531,Kuah,MY,6.3265,99.8432,77.0,94,20,1.14,few clouds
532,Ewa Beach,US,21.3156,-158.0072,69.01,72,1,3.44,clear sky
533,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,26.6,80,50,4.47,scattered clouds
534,Sernur,RU,56.9333,49.1536,33.42,99,100,4.79,snow
535,Along,IN,28.1667,94.7667,61.2,93,38,2.98,scattered clouds
536,Todos Santos,MX,23.45,-110.2167,71.01,77,100,4.0,overcast clouds
537,Shache,CN,38.4167,77.2406,57.31,25,4,1.79,clear sky
538,Pafos,CY,34.7667,32.4167,57.2,38,40,12.66,scattered clouds
539,Moba,CN,33.2288,105.0179,42.89,93,100,2.93,overcast clouds
540,Coihaique,CL,-45.5752,-72.0662,53.6,54,75,9.22,broken clouds
541,Bobbili,IN,18.5667,83.3667,79.39,67,42,1.97,scattered clouds
542,Kamenka,RU,51.3223,42.7678,42.01,84,93,11.61,overcast clouds
543,Chilca,PE,-12.5211,-76.7372,73.4,68,0,9.22,clear sky
544,Korhogo,CI,9.45,-5.6333,93.85,25,99,8.99,overcast clouds
545,Ha Tinh,VN,18.3333,105.9,71.89,93,26,2.33,scattered clouds
546,Bugiri,UG,0.5714,33.7417,69.33,82,97,6.55,overcast clouds
547,Humberto De Campos,BR,-2.5983,-43.4611,87.3,62,61,7.81,broken clouds
548,Port Blair,IN,11.6667,92.75,81.95,75,41,4.83,scattered clouds
549,Selizharovo,RU,56.8519,33.4487,45.52,61,87,11.65,overcast clouds
550,Sechura,PE,-5.5569,-80.8222,80.29,61,74,6.6,broken clouds
551,Addanki,IN,15.8167,79.9833,78.96,83,1,3.87,clear sky
552,Yate,GB,51.5407,-2.4184,42.01,83,99,3.0,light rain
553,Baihar,IN,22.1,80.55,79.27,34,29,1.19,scattered clouds
554,Careiro Da Varzea,BR,-3.2003,-59.8119,87.8,66,40,4.61,light rain
555,Lat Yao,TH,15.751,99.7893,79.0,98,57,2.62,broken clouds
556,Sembakung,ID,3.8167,117.25,77.0,94,40,2.3,scattered clouds
557,Port Hardy,CA,50.6996,-127.4199,41.0,75,20,5.75,light rain
558,Luocheng,CN,29.3848,104.0286,55.78,92,100,2.89,overcast clouds
559,Shizunai,JP,42.3339,142.3669,37.9,69,67,6.82,broken clouds
560,Sur,OM,22.5667,59.5289,81.59,64,0,12.12,clear sky
561,Paralimni,CY,35.0375,33.9833,55.4,47,20,5.75,few clouds
562,Acarau,BR,-2.8856,-40.12,85.1,69,64,17.54,broken clouds
563,Obera,AR,-27.4871,-55.1199,91.18,28,61,6.58,broken clouds
564,Thompson,CA,55.7435,-97.8558,33.8,69,75,3.44,broken clouds
565,Sungaipenuh,ID,-2.0833,101.3833,64.8,95,100,2.71,overcast clouds
566,Mabaruma,GY,8.2,-59.7833,83.12,74,99,6.17,overcast clouds
567,Samana,DO,19.2056,-69.3369,80.6,74,40,11.5,scattered clouds
568,Burnie,AU,-41.0667,145.9167,42.01,84,48,15.01,light rain
569,Verkhnevilyuysk,RU,63.4453,120.3167,12.52,92,100,8.75,overcast clouds
570,Kendari,ID,-3.945,122.4989,74.41,93,100,3.71,overcast clouds
571,Mafeteng,LS,-29.823,27.2374,62.62,40,40,3.69,scattered clouds
572,Watsa,CD,3.0372,29.5355,63.97,97,99,3.18,light rain
573,Areia Branca,BR,-4.9561,-37.1369,86.0,70,40,11.5,scattered clouds
574,Tibiri,NE,13.5627,7.0485,104.0,3,0,6.91,clear sky
575,Srandakan,ID,-7.9386,110.2506,79.21,84,100,2.66,moderate rain
576,Oyama,JP,36.3,139.8,53.01,81,20,3.44,few clouds
577,Goure,NE,13.9835,10.2704,91.13,6,86,9.98,overcast clouds
578,Samarai,PG,-10.6167,150.6667,80.56,74,91,12.91,overcast clouds
579,Bairiki,KI,1.3292,172.9752,77.0,94,90,1.14,overcast clouds
580,Gwadar,PK,25.1216,62.3254,78.82,73,0,10.2,clear sky
581,Ornskoldsvik,SE,63.2909,18.7153,33.8,80,75,8.05,broken clouds
582,Nueva Loja,EC,0.0847,-76.8828,82.4,65,0,3.44,clear sky
583,Takoradi,GH,4.8845,-1.7554,83.41,76,99,13.4,overcast clouds
584,Vieste,IT,41.8825,16.175,57.2,72,0,10.36,clear sky
585,Nanortalik,GL,60.1432,-45.2371,37.36,89,100,8.46,overcast clouds
586,Ndele,CF,8.4109,20.6473,87.46,20,86,2.73,overcast clouds
587,Waseca,US,44.0777,-93.5074,45.0,76,90,11.5,overcast clouds
588,Manzanillo,CU,20.3433,-77.1167,89.56,43,95,7.27,overcast clouds
589,Nabire,ID,-3.3667,135.4833,74.84,95,100,5.48,light rain
590,Yulara,AU,-25.2406,130.9889,64.4,52,0,10.36,clear sky
591,Awash,ET,8.9833,40.1667,85.05,28,70,11.27,broken clouds
592,Taian,CN,36.1853,117.12,62.01,51,100,6.89,overcast clouds
593,Tautira,PF,-17.7333,-149.15,80.6,69,75,2.3,light rain
594,Hami,CN,42.8,93.45,56.91,33,51,7.31,broken clouds
595,Hofn,IS,64.2539,-15.2082,33.42,41,2,4.7,clear sky
596,Vengerovo,RU,55.6848,76.7471,25.47,95,72,3.24,broken clouds
597,Dembi Dolo,ET,8.5333,34.8,68.88,32,98,4.72,overcast clouds
598,Nizhnevartovsk,RU,60.9344,76.5531,42.8,45,0,6.71,moderate rain
599,Kiama,AU,-34.6833,150.8667,60.01,65,0,5.99,clear sky
600,Kaputa,ZM,-8.4689,29.6619,68.16,90,100,0.67,light rain
601,Myrtle Beach,US,33.6891,-78.8867,73.99,88,90,16.11,overcast clouds
602,Oudtshoorn,ZA,-33.5907,22.2014,59.0,94,0,4.61,clear sky
603,Nagato,JP,34.3833,131.2,51.8,76,0,3.44,clear sky
604,Macenta,GN,8.5435,-9.471,87.73,41,85,4.68,overcast clouds
605,Belyy Gorodok,RU,56.965,37.5125,40.35,69,22,9.89,few clouds
606,Puerto Lleras,CO,3.0223,-73.4044,80.82,77,94,5.68,overcast clouds
607,Umm Lajj,SA,25.0213,37.2685,71.8,49,0,17.38,clear sky
608,Bismarck,US,46.8083,-100.7837,60.01,23,1,8.05,clear sky
609,Borogontsy,RU,62.6683,131.1683,11.34,88,100,8.81,overcast clouds
610,Gibara,CU,21.1097,-76.1317,86.0,45,40,6.91,scattered clouds
611,Cocobeach,GA,1.0002,9.5823,84.2,84,40,8.05,moderate rain
612,Byron Bay,AU,-28.65,153.6167,64.4,77,13,4.61,few clouds
613,Belyy Yar,RU,53.6039,91.3903,28.4,74,0,4.47,clear sky
614,Le Vauclin,MQ,14.5452,-60.8388,80.6,69,75,11.5,broken clouds
615,Kenai,US,60.5544,-151.2583,12.99,52,90,9.22,overcast clouds
616,Norilsk,RU,69.3535,88.2027,32.63,98,100,6.82,snow
617,Susanville,US,40.4163,-120.653,60.01,33,1,5.14,clear sky
618,Martapura,ID,-3.4167,114.85,77.0,94,90,1.14,overcast clouds
619,Amazar,RU,53.858,120.875,16.09,70,57,3.94,broken clouds
620,Blagoyevo,RU,63.3667,47.9167,38.55,80,100,13.38,overcast clouds
621,Marzuq,YE,14.4,46.4667,68.77,47,2,7.74,clear sky
622,Omboue,GA,-1.5746,9.2618,78.4,83,100,4.76,overcast clouds
623,Ferrol,ES,43.4832,-8.2369,55.99,88,100,15.01,overcast clouds
624,Chernyshevskiy,RU,63.0128,112.4714,-14.28,99,59,4.34,broken clouds
625,Bulungu,CD,-4.55,18.6,74.97,86,96,2.13,light rain
626,Dunedin,NZ,-45.8742,170.5036,61.0,59,100,4.36,overcast clouds
627,Bafoulabe,ML,13.8065,-10.8321,106.11,8,3,0.87,clear sky
628,Arbuzynka,UA,47.9097,31.3196,45.97,37,4,3.09,clear sky
629,Abay,KZ,49.6311,72.8539,37.4,65,0,15.66,clear sky
630,Krasnoselkup,RU,65.7,82.4667,33.22,97,100,14.0,overcast clouds
631,Hare Bay,CA,48.8499,-54.0148,30.2,100,100,5.75,light snow
632,Roma,US,43.2128,-75.4557,75.0,49,1,4.61,clear sky
633,Bac Lieu,VN,9.285,105.7244,81.52,76,21,14.2,few clouds
634,Naduvattam,IN,11.4833,76.5667,57.07,69,19,3.24,few clouds
635,Pierre,US,44.3683,-100.351,51.8,28,1,6.91,clear sky
636,Egvekinot,RU,66.3167,-179.1667,-5.1,83,100,12.41,overcast clouds
637,Guerrero Negro,MX,27.9769,-114.0611,66.29,61,78,14.32,broken clouds
638,Vostok,RU,46.4856,135.8833,27.55,70,3,5.93,clear sky
639,Tessalit,ML,20.1986,1.0114,94.84,8,1,9.78,clear sky
640,San Matias,BO,-16.3667,-58.4,92.43,43,54,6.82,broken clouds
641,Pinar Del Rio,CU,22.4175,-83.6981,89.55,47,57,17.69,broken clouds
642,Toora-Khem,RU,52.4675,96.11,26.58,92,90,3.94,overcast clouds
643,Bouar,CF,5.934,15.596,72.99,63,60,2.06,broken clouds
644,Yaan,NG,7.3833,8.5667,94.46,30,43,5.66,scattered clouds
645,Hoquiam,US,46.9809,-123.8893,46.0,70,1,10.36,clear sky
646,Non Sung,TH,15.1801,102.2569,90.0,73,67,1.48,broken clouds
647,Kasongo,CD,-4.45,26.6667,69.73,96,99,4.09,light rain
648,Kasongo-Lunda,CD,-6.4667,16.8167,71.71,93,100,1.07,overcast clouds
649,Namie,JP,37.4833,141.0,36.0,86,4,5.28,clear sky
650,Sri Aman,MY,1.2376,111.4621,77.0,94,96,0.56,moderate rain
651,Saint-Francois,FR,46.4154,3.9054,57.2,67,0,8.05,clear sky
652,Beloha,MG,-25.1667,45.05,72.5,85,3,10.18,clear sky
653,Papara,BR,-3.9839,-38.7273,87.8,62,20,16.11,few clouds
654,Nara,JP,34.6851,135.8049,46.99,54,59,3.13,broken clouds
655,Nanchong,CN,30.7951,106.0847,55.99,94,100,4.72,overcast clouds
656,Metro,ID,-5.1131,105.3067,75.83,92,88,1.52,overcast clouds
657,Jawhar,SO,2.7809,45.5005,81.18,71,81,11.18,broken clouds
658,Champerico,GT,14.3,-91.9167,89.6,70,40,6.91,scattered clouds
659,Qaqortoq,GL,60.7167,-46.0333,44.6,61,20,8.05,few clouds
660,Baruun-Urt,MN,46.6806,113.2792,34.23,61,97,6.69,overcast clouds
661,Nuzvid,IN,16.7833,80.85,84.2,74,19,2.3,mist
662,Port Macquarie,AU,-31.4333,152.9167,57.99,92,9,1.01,clear sky
663,Aromashevo,RU,56.8602,68.6375,35.26,98,100,7.43,overcast clouds
664,Kattivakkam,IN,13.2167,80.3167,82.4,69,20,6.91,few clouds
665,Doha,QA,25.2867,51.5333,77.0,78,0,4.61,clear sky
666,Prince Rupert,CA,54.3161,-130.3201,35.6,93,90,3.44,moderate rain
667,Astana,KZ,51.1801,71.446,37.4,75,0,20.13,clear sky
668,Miramar,US,25.9873,-80.2323,84.0,57,75,17.27,broken clouds
669,Ostersund,SE,63.1792,14.6357,30.99,74,70,17.27,broken clouds
670,Selenduma,RU,50.9131,106.2406,29.53,58,99,10.29,overcast clouds
671,Gandu,BR,-13.7439,-39.4867,76.75,89,98,4.81,light rain
672,Canton,CN,23.1167,113.25,73.99,36,53,7.58,light rain
673,Greytown,ZA,-29.0642,30.5928,64.92,66,2,1.07,clear sky
674,Inuvik,CA,68.3499,-133.7218,-14.8,64,100,3.44,overcast clouds
675,Tupik,RU,54.4253,119.9327,4.32,91,76,2.06,broken clouds
676,Vagur,FO,61.4732,-6.8119,35.26,54,95,16.28,overcast clouds
677,Nouakchott,MR,18.0858,-15.9785,80.6,47,89,23.02,overcast clouds
678,Marsh Harbour,BS,26.5412,-77.0636,76.24,63,2,18.48,clear sky
679,Badvel,IN,14.75,79.05,78.04,79,1,6.35,clear sky
680,Richards Bay,ZA,-28.783,32.0377,72.18,83,2,10.33,clear sky
